case-name,rock_type,porosity,esv,kx,ky,kz,delta_esv
5126,2.0,0.280200593,0.718588937,0.5524,0.7168,0.624,0.001681676850839589
5127,2.0,0.25680711100000003,0.7429712829999999,0.6008,0.5294,0.6612,0.0002981810015676635
5128,2.0,0.24069896300000002,0.759468021,0.5519,0.7931,0.7163,0.0002199180454958824
5130,2.0,0.244101037,0.7556690909999999,0.5894,0.743,0.6802,0.0003041041346158466
5131,2.0,0.193287111,0.807535178,0.7607,0.7842,0.8163,0.0010193081221490582
5132,2.0,0.240329185,0.7583013590000001,0.7333,0.6353,0.5932,0.0018026966061608352
5133,2.0,0.24213037,0.7571917979999999,0.7937,0.5903,0.643,0.0008943912952416959
5134,2.0,0.22705925899999999,0.772890235,0.8772,0.7777,0.6321,6.534265477410734e-05
5135,2.0,0.180192593,0.820784968,0.8629,0.7723,0.7623,0.0011924276258704451
5137,2.0,0.154636444,0.846316062,0.4128,0.7903,0.8079999999999999,0.0011267412620753717
5138,2.0,0.155961185,0.844863892,0.4008,0.9152,0.8034,0.0009775344277265345
5139,2.0,0.15088237,0.8495383790000001,0.5266,0.7723,0.8145,0.0004955132070452924
5140,2.0,0.193070519,0.806577888,0.6954,0.7024,0.7299,0.00043571713300693545
5141,2.0,0.27332474100000004,0.725370581,0.5805,0.5635,0.6247,0.0017954072109120803
5142,2.0,0.326132148,0.6706863670000001,0.4508,0.5532,0.5829,0.004721229823558831
5143,2.0,0.316875556,0.6815434909999999,0.4891,0.4996,0.6008,0.0023142972175653133
5144,2.0,0.249457185,0.75085353,0.5903,0.8855,0.8051,0.0004139870421649656
5145,2.0,0.233593185,0.766380663,0.6508,0.6375,0.746,3.412286984948263e-05
5146,2.0,0.23754133300000002,0.761980488,0.5658,0.7109,0.7011,0.0006271539962703618
5147,2.0,0.258706074,0.7410253529999999,0.5687,0.754,0.6482,0.0003623029820968069
5148,2.0,0.245192889,0.754421815,0.61,0.7352,0.7006,0.0005104562402564911
5151,2.0,0.216587852,0.7844135440000001,0.9266,0.6486,0.9535,0.0012782492619709074
5152,2.0,0.242106963,0.758314795,0.8737,0.6797,0.7881,0.0005564874981164318
5153,2.0,0.24059051899999997,0.759251931,0.7191,0.664,0.6328,0.0002074638307025058
5155,2.0,0.21097688899999997,0.7885102979999999,0.3688,0.6688,0.6989,0.0006499340676474258
5156,2.0,0.209743407,0.7900296459999999,0.3656,0.9266,0.6920000000000001,0.000287181406660082
5157,2.0,0.194346963,0.8052332040000001,0.4798,0.7313,0.7396,0.000521108939852386
5158,2.0,0.20906459300000002,0.790751812,0.7163,0.6997,0.7826,0.00023212388568663592
5160,2.0,0.284429037,0.714973628,0.5763,0.5766,0.8785,0.0008347669635667317
5161,2.0,0.28085925899999997,0.718709858,0.615,0.4184,0.7798,0.0005991636621795128
5162,2.0,0.23634755600000001,0.764339564,0.616,0.8241,0.7926,0.0008997810527534186
5163,2.0,0.22288059300000002,0.777195242,0.6512,0.6847,0.7859,9.758474607232215e-05
5164,2.0,0.21053037,0.78958627,0.6459999999999999,0.7233,0.7659,0.00014774475871858576
5165,2.0,0.22629037,0.774350243,0.6558,0.8211,0.8409,0.0008279759940430837
5166,2.0,0.23705185199999998,0.7609627370000001,0.5973,0.6941,0.7782,0.0026022882488207274
5167,2.0,0.183611852,0.8173443220000001,0.804,0.8511,0.7304,0.0011712247444337369
5168,2.0,0.191058074,0.809116106,0.8656,0.7401,0.6984,0.00021531829962279978
5170,2.0,0.22365185199999998,0.775650142,0.7909,0.7381,0.6411,0.0008990888969056042
5171,2.0,0.237739852,0.761653554,0.7173,0.6932,0.5882,0.0007957834363917978
5173,2.0,0.208321778,0.79168671,0.7118,0.6704,0.7633,1.0721527716816723e-05
5175,2.0,0.198508148,0.8013480609999999,0.7177,0.754,0.768,0.000179404194367494
5176,2.0,0.20180444399999997,0.798737067,0.7707,0.7367,0.7659,0.0006784189612802035
5177,2.0,0.187065481,0.8143123440000001,0.8524,0.7831,0.8792,0.0016948782070355837
5178,2.0,0.21943229600000003,0.7810736659999999,0.7214,0.7294,0.8016,0.0006481974560402398
5179,2.0,0.21601363,0.7832200109999999,0.6907,0.7256,0.7485,0.0009775157188001945
5180,2.0,0.227240296,0.7723001859999999,0.625,0.7475,0.6894,0.0005946453957440088
5181,2.0,0.21730251899999997,0.78282142,0.6932,0.7247,0.7168,0.00015834853568407207
5182,2.0,0.200929185,0.7995331290000001,0.6818,0.7224,0.9027,0.0005785644918092456
5183,2.0,0.20504,0.7958069759999999,0.67,0.8636,0.8333,0.0010654322230048603
5184,2.0,0.24995792600000002,0.7486624,0.4953,0.6459999999999999,0.7926,0.001839462141959856
5185,2.0,0.22319792600000002,0.7774829879999999,0.6997,0.7798,0.8656,0.0008765604814797667
5186,2.0,0.22865511100000002,0.771679907,0.6984,0.7337,0.698,0.00043432970747281406
5189,2.0,0.23886163,0.761535992,0.7224,0.6967,0.7597,0.0005224043559910543
5190,2.0,0.24038785199999999,0.759647163,0.7141,0.6516,0.71,4.609589261074733e-05
5191,2.0,0.248720296,0.7512454040000001,0.6628,0.7607,0.6539,4.565543274669857e-05
5192,2.0,0.19773659300000002,0.803101414,0.8758,0.748,0.7059,0.0010445534380456038
5193,2.0,0.19511822199999998,0.804048627,0.7831,0.7118,0.6773,0.0010351222039965626
5197,2.0,0.171263407,0.8296099509999999,0.746,0.7937,0.8434,0.00105384268943447
5198,2.0,0.139743704,0.861904775,0.8302,0.9454,0.9454,0.0019162649639009215
5200,2.0,0.16764622199999998,0.832911762,0.7826,0.7948,0.8537,0.0006703687959953813
5201,2.0,0.15752740699999998,0.8426436509999999,0.7440000000000001,0.8163,0.8616,0.00020304280687733446
5202,2.0,0.16845007399999998,0.8312748520000001,0.7191,0.782,0.7665,0.00033079673438625353
5205,2.0,0.27996592600000003,0.719481288,0.9601,0.6597,0.6188,0.0007677220008896021
5206,2.0,0.27945511100000003,0.721134993,0.8466,0.7886,0.6047,0.0008189691010354745
5207,2.0,0.290749926,0.708237888,0.5256,0.6984,0.6181,0.0014271214584322784
5208,2.0,0.286547852,0.7124768359999999,0.5737,0.5992,0.7037,0.0013670321166376486
5209,2.0,0.277232889,0.722443849,0.5787,0.8069,0.8098,0.0004472561010042844
5210,2.0,0.215333926,0.785888107,0.7702,0.7304,0.8511,0.001557392425252237
